year,state,cause name,death
2000,Colorado,Heart disease,6184
1999,Colorado,Heart disease,6420
2016,Connecticut,Heart disease,7051
2015,Connecticut,Heart disease,7205
2014,Connecticut,Heart disease,7018
2013,Connecticut,Heart disease,7090
2012,Connecticut,Heart disease,7282
2011,Connecticut,Heart disease,7206
2010,Connecticut,Heart disease,7127
2009,Connecticut,Heart disease,7105
2008,Connecticut,Heart disease,7355
2007,Connecticut,Heart disease,7289
2006,Connecticut,Heart disease,7490
2005,Connecticut,Heart disease,7650
2004,Connecticut,Heart disease,7868
2003,Connecticut,Heart disease,8389
2002,Connecticut,Heart disease,8815
2001,Connecticut,Heart disease,8582
2000,Connecticut,Heart disease,8993
1999,Connecticut,Heart disease,9127
2016,Delaware,Heart disease,1974
2015,Delaware,Heart disease,1940
2014,Delaware,Heart disease,1921
2013,Delaware,Heart disease,1861
2012,Delaware,Heart disease,1790
2011,Delaware,Heart disease,1809
2010,Delaware,Heart disease,1776
2009,Delaware,Heart disease,1796
2008,Delaware,Heart disease,1777
2007,Delaware,Heart disease,1914
2006,Delaware,Heart disease,1866
2005,Delaware,Heart disease,2031
2004,Delaware,Heart disease,2015
2003,Delaware,Heart disease,2027
2002,Delaware,Heart disease,1918
2001,Delaware,Heart disease,2033
2000,Delaware,Heart disease,1983
1999,Delaware,Heart disease,2011
2016,District of Columbia,Heart disease,1375
2015,District of Columbia,Heart disease,1217
2014,District of Columbia,Heart disease,1324
2013,District of Columbia,Heart disease,1340
2012,District of Columbia,Heart disease,1298
2011,District of Columbia,Heart disease,1171
2010,District of Columbia,Heart disease,1306
2009,District of Columbia,Heart disease,1288
2008,District of Columbia,Heart disease,1389
2007,District of Columbia,Heart disease,1434
2006,District of Columbia,Heart disease,1566
2005,District of Columbia,Heart disease,1518
2004,District of Columbia,Heart disease,1544
2003,District of Columbia,Heart disease,1630
2002,District of Columbia,Heart disease,1666
2001,District of Columbia,Heart disease,1761
2000,District of Columbia,Heart disease,1756
1999,District of Columbia,Heart disease,1652
2016,Florida,Heart disease,45659
2015,Florida,Heart disease,45441
2014,Florida,Heart disease,44511
2013,Florida,Heart disease,42656
2012,Florida,Heart disease,42125
2011,Florida,Heart disease,40919
2010,Florida,Heart disease,41737
2009,Florida,Heart disease,41274
2008,Florida,Heart disease,42067
2007,Florida,Heart disease,42254
2006,Florida,Heart disease,44305
2005,Florida,Heart disease,46279
2004,Florida,Heart disease,47160
2003,Florida,Heart disease,48141
2002,Florida,Heart disease,49235
2001,Florida,Heart disease,50629
2000,Florida,Heart disease,50336
1999,Florida,Heart disease,51434
2016,Georgia,Heart disease,18143
2015,Georgia,Heart disease,17769
2014,Georgia,Heart disease,17107
2013,Georgia,Heart disease,16550
2012,Georgia,Heart disease,15825
2011,Georgia,Heart disease,15773
2010,Georgia,Heart disease,15987
2009,Georgia,Heart disease,16165
2008,Georgia,Heart disease,15721
2007,Georgia,Heart disease,16184
2006,Georgia,Heart disease,16478
2005,Georgia,Heart disease,16781
2004,Georgia,Heart disease,16557
2003,Georgia,Heart disease,17188
2002,Georgia,Heart disease,17529
2001,Georgia,Heart disease,17478
2000,Georgia,Heart disease,17406
1999,Georgia,Heart disease,17597
2016,Hawaii,Heart disease,2488
2015,Hawaii,Heart disease,2605
2014,Hawaii,Heart disease,2528
2013,Hawaii,Heart disease,2521
2012,Hawaii,Heart disease,2430
2011,Hawaii,Heart disease,2312
2010,Hawaii,Heart disease,2239
2009,Hawaii,Heart disease,2363
2008,Hawaii,Heart disease,2313
2007,Hawaii,Heart disease,2227
2006,Hawaii,Heart disease,2244
2005,Hawaii,Heart disease,2319
2004,Hawaii,Heart disease,2457
2003,Hawaii,Heart disease,2461
2002,Hawaii,Heart disease,2512
2001,Hawaii,Heart disease,2310
2000,Hawaii,Heart disease,2390
1999,Hawaii,Heart disease,2410
2016,Idaho,Heart disease,2969
2015,Idaho,Heart disease,2825
2014,Idaho,Heart disease,2676
2013,Idaho,Heart disease,2495
2012,Idaho,Heart disease,2515
2011,Idaho,Heart disease,2522
2010,Idaho,Heart disease,2495
2009,Idaho,Heart disease,2398
2008,Idaho,Heart disease,2330
2007,Idaho,Heart disease,2433
2006,Idaho,Heart disease,2399
2005,Idaho,Heart disease,2450
2004,Idaho,Heart disease,2450
2003,Idaho,Heart disease,2566
2002,Idaho,Heart disease,2532
2001,Idaho,Heart disease,2489
2000,Idaho,Heart disease,2519
1999,Idaho,Heart disease,2532
2016,Illinois,Heart disease,25013
2015,Illinois,Heart disease,25652
2014,Illinois,Heart disease,25024
2013,Illinois,Heart disease,24839
2012,Illinois,Heart disease,24667
2011,Illinois,Heart disease,24987
2010,Illinois,Heart disease,24959
2009,Illinois,Heart disease,24931
2008,Illinois,Heart disease,26078
2007,Illinois,Heart disease,25813
2006,Illinois,Heart disease,27007
2005,Illinois,Heart disease,28226
2004,Illinois,Heart disease,28284
2003,Illinois,Heart disease,29816
2002,Illinois,Heart disease,30821
2001,Illinois,Heart disease,30990
2000,Illinois,Heart disease,31844
1999,Illinois,Heart disease,33387
2016,Indiana,Heart disease,13952
2015,Indiana,Heart disease,13948
2014,Indiana,Heart disease,13764
2013,Indiana,Heart disease,13773
2012,Indiana,Heart disease,13675
2011,Indiana,Heart disease,13372
2010,Indiana,Heart disease,13388
2009,Indiana,Heart disease,13509
2008,Indiana,Heart disease,13663
2007,Indiana,Heart disease,13682
2006,Indiana,Heart disease,14375
2005,Indiana,Heart disease,14542
2004,Indiana,Heart disease,14636
2003,Indiana,Heart disease,15467
2002,Indiana,Heart disease,15321
2001,Indiana,Heart disease,15682
2000,Indiana,Heart disease,16210
1999,Indiana,Heart disease,16661
2016,Iowa,Heart disease,6937
2015,Iowa,Heart disease,6813
2014,Iowa,Heart disease,6615
2013,Iowa,Heart disease,6995
2012,Iowa,Heart disease,7005
2011,Iowa,Heart disease,6736
2010,Iowa,Heart disease,6880
2009,Iowa,Heart disease,6938
2008,Iowa,Heart disease,7284
2007,Iowa,Heart disease,6880
2006,Iowa,Heart disease,7172
2005,Iowa,Heart disease,7437
2004,Iowa,Heart disease,7299
2003,Iowa,Heart disease,7840
2002,Iowa,Heart disease,8181
2001,Iowa,Heart disease,8250
2000,Iowa,Heart disease,8559
1999,Iowa,Heart disease,8699
2016,Kansas,Heart disease,5672
2015,Kansas,Heart disease,5624
2014,Kansas,Heart disease,5479
2013,Kansas,Heart disease,5364
2012,Kansas,Heart disease,5366
2011,Kansas,Heart disease,5327
2010,Kansas,Heart disease,5433
2009,Kansas,Heart disease,5294
2008,Kansas,Heart disease,5643
2007,Kansas,Heart disease,5749
2006,Kansas,Heart disease,5849
2005,Kansas,Heart disease,5960
2004,Kansas,Heart disease,6048
2003,Kansas,Heart disease,6491
2002,Kansas,Heart disease,6680
2001,Kansas,Heart disease,6716
2000,Kansas,Heart disease,6931
1999,Kansas,Heart disease,6975
2016,Kentucky,Heart disease,10519
2015,Kentucky,Heart disease,10077
2014,Kentucky,Heart disease,10013
2013,Kentucky,Heart disease,9971
2012,Kentucky,Heart disease,10024
2011,Kentucky,Heart disease,9905
2010,Kentucky,Heart disease,9662
2009,Kentucky,Heart disease,9728
2008,Kentucky,Heart disease,10061
2007,Kentucky,Heart disease,9916
2006,Kentucky,Heart disease,10353
2005,Kentucky,Heart disease,10782
2004,Kentucky,Heart disease,10465
2003,Kentucky,Heart disease,11319
2002,Kentucky,Heart disease,11696
2001,Kentucky,Heart disease,11808
2000,Kentucky,Heart disease,11936
1999,Kentucky,Heart disease,12098
2016,Louisiana,Heart disease,10943
2015,Louisiana,Heart disease,10665
2014,Louisiana,Heart disease,10647
2013,Louisiana,Heart disease,10346
2012,Louisiana,Heart disease,10074
2011,Louisiana,Heart disease,9781
2010,Louisiana,Heart disease,10282
2009,Louisiana,Heart disease,10169
2008,Louisiana,Heart disease,10347
2007,Louisiana,Heart disease,9947
2006,Louisiana,Heart disease,10026
2005,Louisiana,Heart disease,11008
2004,Louisiana,Heart disease,10852
2003,Louisiana,Heart disease,11540
2002,Louisiana,Heart disease,11185
2001,Louisiana,Heart disease,11474
2000,Louisiana,Heart disease,11629
1999,Louisiana,Heart disease,12007
2016,Maine,Heart disease,2907
2015,Maine,Heart disease,3009
2014,Maine,Heart disease,2776
2013,Maine,Heart disease,2807
2012,Maine,Heart disease,2623
2011,Maine,Heart disease,2648
2010,Maine,Heart disease,2628
2009,Maine,Heart disease,2674
2008,Maine,Heart disease,2785
2007,Maine,Heart disease,2852
2006,Maine,Heart disease,2815
2005,Maine,Heart disease,2941
2004,Maine,Heart disease,2948
2003,Maine,Heart disease,3106
2002,Maine,Heart disease,3170
2001,Maine,Heart disease,3272
2000,Maine,Heart disease,3400
1999,Maine,Heart disease,3418
2016,Maryland,Heart disease,11390
2015,Maryland,Heart disease,11481
2014,Maryland,Heart disease,11135
2013,Maryland,Heart disease,11244
2012,Maryland,Heart disease,11023
2011,Maryland,Heart disease,10557
2010,Maryland,Heart disease,10915
2009,Maryland,Heart disease,11210
2008,Maryland,Heart disease,11157
2007,Maryland,Heart disease,11314
2006,Maryland,Heart disease,11268
2005,Maryland,Heart disease,11594
2004,Maryland,Heart disease,11346
2003,Maryland,Heart disease,12164
2002,Maryland,Heart disease,12008
2001,Maryland,Heart disease,12310
2000,Maryland,Heart disease,12348
1999,Maryland,Heart disease,12080
2016,Massachusetts,Heart disease,11921
2015,Massachusetts,Heart disease,12130
2014,Massachusetts,Heart disease,11817
2012,Utah,Heart disease,3091
2013,Massachusetts,Heart disease,12023
2012,Massachusetts,Heart disease,11602
2011,Massachusetts,Heart disease,11765
2010,Massachusetts,Heart disease,12043
2009,Massachusetts,Heart disease,12322
2008,Massachusetts,Heart disease,12776
2007,Massachusetts,Heart disease,12710
2006,Massachusetts,Heart disease,12947
2005,Massachusetts,Heart disease,13280
2004,Massachusetts,Heart disease,13824
2003,Massachusetts,Heart disease,14634
2002,Massachusetts,Heart disease,14736
2001,Massachusetts,Heart disease,15144
2000,Massachusetts,Heart disease,15314
1999,Massachusetts,Heart disease,15871
2016,Michigan,Heart disease,25304
2015,Michigan,Heart disease,24794
2014,Michigan,Heart disease,24692
2013,Michigan,Heart disease,24156
2012,Michigan,Heart disease,23520
2011,Michigan,Heart disease,23358
2010,Michigan,Heart disease,23326
2009,Michigan,Heart disease,23099
2008,Michigan,Heart disease,24344
2007,Michigan,Heart disease,24149
2006,Michigan,Heart disease,24255
2005,Michigan,Heart disease,25128
2004,Michigan,Heart disease,24825
2003,Michigan,Heart disease,26010
2002,Michigan,Heart disease,26659
2001,Michigan,Heart disease,26896
2000,Michigan,Heart disease,27325
1999,Michigan,Heart disease,27693
2016,Minnesota,Heart disease,7825
2015,Minnesota,Heart disease,7844
2014,Minnesota,Heart disease,7659
2013,Minnesota,Heart disease,7714
2012,Minnesota,Heart disease,7496
2011,Minnesota,Heart disease,7240
2010,Minnesota,Heart disease,7185
2009,Minnesota,Heart disease,7238
2008,Minnesota,Heart disease,7367
2007,Minnesota,Heart disease,7477
2006,Minnesota,Heart disease,7525
2005,Minnesota,Heart disease,7926
2004,Minnesota,Heart disease,7891
2003,Minnesota,Heart disease,8144
2002,Minnesota,Heart disease,8602
2001,Minnesota,Heart disease,8760
2000,Minnesota,Heart disease,8885
1999,Minnesota,Heart disease,9533
2016,Mississippi,Heart disease,7865
2015,Mississippi,Heart disease,7969
2014,Mississippi,Heart disease,7538
2013,Mississippi,Heart disease,7715
2012,Mississippi,Heart disease,7269
2011,Mississippi,Heart disease,7335
2010,Mississippi,Heart disease,7542
2009,Mississippi,Heart disease,7530
2008,Mississippi,Heart disease,7997
2007,Mississippi,Heart disease,8037
2006,Mississippi,Heart disease,8097
2005,Mississippi,Heart disease,8637
2004,Mississippi,Heart disease,8282
2003,Mississippi,Heart disease,8683
2002,Mississippi,Heart disease,9061
2001,Mississippi,Heart disease,9050
2000,Mississippi,Heart disease,9256
1999,Mississippi,Heart disease,9336
2016,Missouri,Heart disease,14579
2015,Missouri,Heart disease,14808
2014,Missouri,Heart disease,14338
2013,Missouri,Heart disease,14095
2012,Missouri,Heart disease,13742
2011,Missouri,Heart disease,13810
2010,Missouri,Heart disease,13840
2009,Missouri,Heart disease,13916
2008,Missouri,Heart disease,14644
2007,Missouri,Heart disease,14338
2006,Missouri,Heart disease,14749
2005,Missouri,Heart disease,14974
2004,Missouri,Heart disease,15500
2003,Missouri,Heart disease,16410
2002,Missouri,Heart disease,16708
2001,Missouri,Heart disease,16633
2000,Missouri,Heart disease,17235
1999,Missouri,Heart disease,17974
2016,Montana,Heart disease,2138
2015,Montana,Heart disease,2104
2014,Montana,Heart disease,1957
2013,Montana,Heart disease,2004
2012,Montana,Heart disease,1903
2011,Montana,Heart disease,1921
2010,Montana,Heart disease,1849
2009,Montana,Heart disease,1832
2008,Montana,Heart disease,1975
2007,Montana,Heart disease,1870
2006,Montana,Heart disease,1869
2005,Montana,Heart disease,1855
2004,Montana,Heart disease,1838
2003,Montana,Heart disease,1984
2002,Montana,Heart disease,1944
2001,Montana,Heart disease,1970
2000,Montana,Heart disease,1995
1999,Montana,Heart disease,2049
2016,Nebraska,Heart disease,3322
2015,Nebraska,Heart disease,3591
2014,Nebraska,Heart disease,3296
2013,Nebraska,Heart disease,3381
2012,Nebraska,Heart disease,3307
2011,Nebraska,Heart disease,3265
2010,Nebraska,Heart disease,3355
2009,Nebraska,Heart disease,3277
2008,Nebraska,Heart disease,3459
2007,Nebraska,Heart disease,3520
2006,Nebraska,Heart disease,3445
2005,Nebraska,Heart disease,3640
2004,Nebraska,Heart disease,3738
2003,Nebraska,Heart disease,3954
2002,Nebraska,Heart disease,4242
2001,Nebraska,Heart disease,4150
2000,Nebraska,Heart disease,4197
1999,Nebraska,Heart disease,4497
2016,Nevada,Heart disease,6457
2015,Nevada,Heart disease,6114
2014,Nevada,Heart disease,5761
2013,Nevada,Heart disease,5434
2012,Nevada,Heart disease,5166
2011,Nevada,Heart disease,5043
2010,Nevada,Heart disease,4811
2009,Nevada,Heart disease,4687
2008,Nevada,Heart disease,4646
2007,Nevada,Heart disease,4591
2006,Nevada,Heart disease,5013
2005,Nevada,Heart disease,5094
2004,Nevada,Heart disease,4693
2003,Nevada,Heart disease,4599
2002,Nevada,Heart disease,4421
2001,Nevada,Heart disease,4393
2000,Nevada,Heart disease,4089
1999,Nevada,Heart disease,4231
2016,New Hampshire,Heart disease,2631
2015,New Hampshire,Heart disease,2571
2014,New Hampshire,Heart disease,2464
2013,New Hampshire,Heart disease,2434
2012,New Hampshire,Heart disease,2324
2011,New Hampshire,Heart disease,2333
2010,New Hampshire,Heart disease,2290
2009,New Hampshire,Heart disease,2268
2008,New Hampshire,Heart disease,2409
2007,New Hampshire,Heart disease,2511
2006,New Hampshire,Heart disease,2501
2005,New Hampshire,Heart disease,2530
2004,New Hampshire,Heart disease,2639
2003,New Hampshire,Heart disease,2725
2002,New Hampshire,Heart disease,2776
2001,New Hampshire,Heart disease,2835
2000,New Hampshire,Heart disease,2811
1999,New Hampshire,Heart disease,2751
2016,New Jersey,Heart disease,18597
2015,New Jersey,Heart disease,18647
2014,New Jersey,Heart disease,18319
2013,New Jersey,Heart disease,18460
2012,New Jersey,Heart disease,18340
2011,New Jersey,Heart disease,18330
2010,New Jersey,Heart disease,18730
2009,New Jersey,Heart disease,18086
2008,New Jersey,Heart disease,19056
2007,New Jersey,Heart disease,18831
2006,New Jersey,Heart disease,19548
2005,New Jersey,Heart disease,20655
2004,New Jersey,Heart disease,20560
2003,New Jersey,Heart disease,22043
2002,New Jersey,Heart disease,22510
2001,New Jersey,Heart disease,22704
2000,New Jersey,Heart disease,23724
1999,New Jersey,Heart disease,23493
2016,New Mexico,Heart disease,3800
2015,New Mexico,Heart disease,3508
2014,New Mexico,Heart disease,3424
2013,New Mexico,Heart disease,3425
2012,New Mexico,Heart disease,3352
2011,New Mexico,Heart disease,3333
2010,New Mexico,Heart disease,3224
2009,New Mexico,Heart disease,3214
2008,New Mexico,Heart disease,3275
2007,New Mexico,Heart disease,3305
2006,New Mexico,Heart disease,3411
2005,New Mexico,Heart disease,3435
2004,New Mexico,Heart disease,3264
2003,New Mexico,Heart disease,3402
2002,New Mexico,Heart disease,3360
2001,New Mexico,Heart disease,3423
2000,New Mexico,Heart disease,3191
1999,New Mexico,Heart disease,3452
2016,New York,Heart disease,44076
2015,New York,Heart disease,44450
2014,New York,Heart disease,43116
2013,New York,Heart disease,44039
2012,New York,Heart disease,43795
2011,New York,Heart disease,44501
2010,New York,Heart disease,44981
2009,New York,Heart disease,47283
2008,New York,Heart disease,49324
2007,New York,Heart disease,49528
2006,New York,Heart disease,50470
2005,New York,Heart disease,51985
2004,New York,Heart disease,52480
2003,New York,Heart disease,55276
2002,New York,Heart disease,56672
2001,New York,Heart disease,56643
2000,New York,Heart disease,57474
1999,New York,Heart disease,58987
2016,North Carolina,Heart disease,18266
2015,North Carolina,Heart disease,18474
2014,North Carolina,Heart disease,17592
2013,North Carolina,Heart disease,17830
2012,North Carolina,Heart disease,17348
2011,North Carolina,Heart disease,17003
2010,North Carolina,Heart disease,17154
2009,North Carolina,Heart disease,17203
2008,North Carolina,Heart disease,17335
2007,North Carolina,Heart disease,17395
2006,North Carolina,Heart disease,17271
2005,North Carolina,Heart disease,17765
2004,North Carolina,Heart disease,17607
2003,North Carolina,Heart disease,18674
2002,North Carolina,Heart disease,18524
2001,North Carolina,Heart disease,18792
2000,North Carolina,Heart disease,19723
1999,North Carolina,Heart disease,19191
2016,North Dakota,Heart disease,1338
2015,North Dakota,Heart disease,1323
2014,North Dakota,Heart disease,1381
2013,North Dakota,Heart disease,1382
2012,North Dakota,Heart disease,1368
2011,North Dakota,Heart disease,1290
2010,North Dakota,Heart disease,1395
2009,North Dakota,Heart disease,1431
2008,North Dakota,Heart disease,1391
2007,North Dakota,Heart disease,1414
2006,North Dakota,Heart disease,1527
2005,North Dakota,Heart disease,1512
2004,North Dakota,Heart disease,1470
2003,North Dakota,Heart disease,1632
2002,North Dakota,Heart disease,1623
2001,North Dakota,Heart disease,1700
2000,North Dakota,Heart disease,1679
1999,North Dakota,Heart disease,1833
2016,Ohio,Heart disease,27410
2015,Ohio,Heart disease,28069
2014,Ohio,Heart disease,27000
2013,Ohio,Heart disease,26878
2012,Ohio,Heart disease,26426
2011,Ohio,Heart disease,26298
2010,Ohio,Heart disease,26164
2009,Ohio,Heart disease,25453
2008,Ohio,Heart disease,27324
2007,Ohio,Heart disease,26757
2006,Ohio,Heart disease,27886
2005,Ohio,Heart disease,29003
2004,Ohio,Heart disease,29078
2003,Ohio,Heart disease,30667
2002,Ohio,Heart disease,31388
2001,Ohio,Heart disease,32453
2000,Ohio,Heart disease,32722
1999,Ohio,Heart disease,33192
2016,Oklahoma,Heart disease,10209
2015,Oklahoma,Heart disease,10310
2014,Oklahoma,Heart disease,9868
2013,Oklahoma,Heart disease,9721
2012,Oklahoma,Heart disease,9198
2011,Oklahoma,Heart disease,9399
2010,Oklahoma,Heart disease,9426
2009,Oklahoma,Heart disease,9202
2008,Oklahoma,Heart disease,9767
2007,Oklahoma,Heart disease,9602
2006,Oklahoma,Heart disease,9798
2005,Oklahoma,Heart disease,10043
2004,Oklahoma,Heart disease,10335
2003,Oklahoma,Heart disease,11061
2002,Oklahoma,Heart disease,11230
2001,Oklahoma,Heart disease,10840
2000,Oklahoma,Heart disease,11297
1999,Oklahoma,Heart disease,11263
2016,Oregon,Heart disease,6968
2015,Oregon,Heart disease,6859
2014,Oregon,Heart disease,6524
2013,Oregon,Heart disease,6523
2012,Oregon,Heart disease,6180
2011,Oregon,Heart disease,6255
2010,Oregon,Heart disease,6198
2009,Oregon,Heart disease,6262
2008,Oregon,Heart disease,6519
2007,Oregon,Heart disease,6655
2006,Oregon,Heart disease,6620
2005,Oregon,Heart disease,6791
2004,Oregon,Heart disease,6725
2003,Oregon,Heart disease,7049
2002,Oregon,Heart disease,7262
2001,Oregon,Heart disease,7075
2000,Oregon,Heart disease,7094
1999,Oregon,Heart disease,7263
2016,Pennsylvania,Heart disease,31990
2015,Pennsylvania,Heart disease,32042
2014,Pennsylvania,Heart disease,31353
2013,Pennsylvania,Heart disease,31629
2012,Pennsylvania,Heart disease,30952
2011,Pennsylvania,Heart disease,31934
2010,Pennsylvania,Heart disease,31556
2009,Pennsylvania,Heart disease,32297
2008,Pennsylvania,Heart disease,33308
2007,Pennsylvania,Heart disease,32862
2006,Pennsylvania,Heart disease,33744
2005,Pennsylvania,Heart disease,36207
2004,Pennsylvania,Heart disease,36434
2003,Pennsylvania,Heart disease,38075
2002,Pennsylvania,Heart disease,38852
2001,Pennsylvania,Heart disease,39438
2000,Pennsylvania,Heart disease,40708
1999,Pennsylvania,Heart disease,41707
2016,Rhode Island,Heart disease,2256
2015,Rhode Island,Heart disease,2371
2014,Rhode Island,Heart disease,2341
2013,Rhode Island,Heart disease,2364
2012,Rhode Island,Heart disease,2360
2011,Rhode Island,Heart disease,2390
2010,Rhode Island,Heart disease,2322
2009,Rhode Island,Heart disease,2411
2008,Rhode Island,Heart disease,2657
2007,Rhode Island,Heart disease,2751
2006,Rhode Island,Heart disease,2718
2005,Rhode Island,Heart disease,3005
2004,Rhode Island,Heart disease,2969
2003,Rhode Island,Heart disease,3011
2002,Rhode Island,Heart disease,3109
2001,Rhode Island,Heart disease,3076
2000,Rhode Island,Heart disease,3115
1999,Rhode Island,Heart disease,3008
2016,South Carolina,Heart disease,10195
2015,South Carolina,Heart disease,10092
2014,South Carolina,Heart disease,9964
2013,South Carolina,Heart disease,9648
2012,South Carolina,Heart disease,9364
2011,South Carolina,Heart disease,9295
2010,South Carolina,Heart disease,9295
2009,South Carolina,Heart disease,9068
2008,South Carolina,Heart disease,8996
2007,South Carolina,Heart disease,8992
2006,South Carolina,Heart disease,9030
2005,South Carolina,Heart disease,9359
2004,South Carolina,Heart disease,9182
2003,South Carolina,Heart disease,9510
2002,South Carolina,Heart disease,9659
2001,South Carolina,Heart disease,9471
2000,South Carolina,Heart disease,9893
1999,South Carolina,Heart disease,9981
2016,South Dakota,Heart disease,1729
2015,South Dakota,Heart disease,1711
2014,South Dakota,Heart disease,1704
2013,South Dakota,Heart disease,1630
2012,South Dakota,Heart disease,1668
2011,South Dakota,Heart disease,1625
2010,South Dakota,Heart disease,1616
2009,South Dakota,Heart disease,1778
2008,South Dakota,Heart disease,1681
2007,South Dakota,Heart disease,1633
2006,South Dakota,Heart disease,1757
2005,South Dakota,Heart disease,1776
2004,South Dakota,Heart disease,1783
2003,South Dakota,Heart disease,1943
2002,South Dakota,Heart disease,1937
2001,South Dakota,Heart disease,1985
2000,South Dakota,Heart disease,2105
1999,South Dakota,Heart disease,2024
2016,Tennessee,Heart disease,15429
2015,Tennessee,Heart disease,15730
2014,Tennessee,Heart disease,15223
2013,Tennessee,Heart disease,14803
2012,Tennessee,Heart disease,14454
2011,Tennessee,Heart disease,14235
2010,Tennessee,Heart disease,14582
2009,Tennessee,Heart disease,14257
2008,Tennessee,Heart disease,14661
2007,Tennessee,Heart disease,14280
2006,Tennessee,Heart disease,14642
2005,Tennessee,Heart disease,14946
2004,Tennessee,Heart disease,15038
2003,Tennessee,Heart disease,15919
2002,Tennessee,Heart disease,16226
2001,Tennessee,Heart disease,15688
2000,Tennessee,Heart disease,16174
1999,Tennessee,Heart disease,16280
2016,Texas,Heart disease,43772
2011,Utah,Heart disease,3036
2015,Texas,Heart disease,43298
2014,Texas,Heart disease,41479
2013,Texas,Heart disease,40203
2012,Texas,Heart disease,39061
2011,Texas,Heart disease,38094
2010,Texas,Heart disease,38253
2009,Texas,Heart disease,38077
2008,Texas,Heart disease,38384
2007,Texas,Heart disease,38912
2006,Texas,Heart disease,38782
2005,Texas,Heart disease,40152
2004,Texas,Heart disease,40196
2003,Texas,Heart disease,41779
2002,Texas,Heart disease,43452
2001,Texas,Heart disease,43199
2000,Texas,Heart disease,43020
1999,Texas,Heart disease,43418
2016,United States,Heart disease,635260
2015,United States,Heart disease,633842
2014,United States,Heart disease,614348
2013,United States,Heart disease,611105
2012,United States,Heart disease,599711
2011,United States,Heart disease,596577
2010,United States,Heart disease,597689
2009,United States,Heart disease,599413
2008,United States,Heart disease,616828
2007,United States,Heart disease,616067
2006,United States,Heart disease,631636
2005,United States,Heart disease,652091
2004,United States,Heart disease,652486
2003,United States,Heart disease,685089
2002,United States,Heart disease,696947
2001,United States,Heart disease,700142
2000,United States,Heart disease,710760
1999,United States,Heart disease,725192
2016,Utah,Heart disease,3636
2015,Utah,Heart disease,3598
2014,Utah,Heart disease,3431
2013,Utah,Heart disease,3323
2010,Utah,Heart disease,2889
2009,Utah,Heart disease,2813
2008,Utah,Heart disease,2844
2007,Utah,Heart disease,2980
2006,Utah,Heart disease,2932
2005,Utah,Heart disease,2872
2004,Utah,Heart disease,2942
2003,Utah,Heart disease,3018
2002,Utah,Heart disease,2977
2001,Utah,Heart disease,2896
2000,Utah,Heart disease,2909
1999,Utah,Heart disease,2786
2016,Vermont,Heart disease,1366
2015,Vermont,Heart disease,1311
2014,Vermont,Heart disease,1311
2013,Vermont,Heart disease,1220
2012,Vermont,Heart disease,1206
2011,Vermont,Heart disease,1187
2010,Vermont,Heart disease,1172
2009,Vermont,Heart disease,1171
2008,Vermont,Heart disease,1216
2007,Vermont,Heart disease,1166
2006,Vermont,Heart disease,1244
2005,Vermont,Heart disease,1234
2004,Vermont,Heart disease,1289
2003,Vermont,Heart disease,1349
2002,Vermont,Heart disease,1370
2001,Vermont,Heart disease,1429
2000,Vermont,Heart disease,1438
1999,Vermont,Heart disease,1342
2016,Virginia,Heart disease,14124
2015,Virginia,Heart disease,14077
2014,Virginia,Heart disease,13874
2013,Virginia,Heart disease,13663
2012,Virginia,Heart disease,13386
2011,Virginia,Heart disease,13272
2010,Virginia,Heart disease,13404
2009,Virginia,Heart disease,13397
2008,Virginia,Heart disease,13675
2007,Virginia,Heart disease,13750
2006,Virginia,Heart disease,14021
2005,Virginia,Heart disease,14192
2004,Virginia,Heart disease,14284
2003,Virginia,Heart disease,14756
2002,Virginia,Heart disease,14952
2001,Virginia,Heart disease,14913
2000,Virginia,Heart disease,15264
1999,Virginia,Heart disease,15329
2016,Washington,Heart disease,11161
2015,Washington,Heart disease,11025
2014,Washington,Heart disease,10710
2013,Washington,Heart disease,10524
2012,Washington,Heart disease,10360
2011,Washington,Heart disease,10439
2010,Washington,Heart disease,10602
2009,Washington,Heart disease,10561
2008,Washington,Heart disease,10916
2007,Washington,Heart disease,11037
2006,Washington,Heart disease,10604
2005,Washington,Heart disease,10985
2004,Washington,Heart disease,10644
2003,Washington,Heart disease,11185
2002,Washington,Heart disease,11141
2001,Washington,Heart disease,11281
2000,Washington,Heart disease,11370
1999,Washington,Heart disease,11515
2016,West Virginia,Heart disease,4767
2015,West Virginia,Heart disease,4727
2014,West Virginia,Heart disease,4692
2013,West Virginia,Heart disease,4666
2012,West Virginia,Heart disease,4942
2011,West Virginia,Heart disease,4914
2010,West Virginia,Heart disease,4897
2009,West Virginia,Heart disease,5038
2008,West Virginia,Heart disease,5264
2007,West Virginia,Heart disease,5208
2006,West Virginia,Heart disease,5311
2005,West Virginia,Heart disease,5538
2004,West Virginia,Heart disease,5674
2003,West Virginia,Heart disease,6186
2002,West Virginia,Heart disease,6189
2001,West Virginia,Heart disease,6325
2000,West Virginia,Heart disease,6435
1999,West Virginia,Heart disease,6822
2016,Wisconsin,Heart disease,11526
2015,Wisconsin,Heart disease,11473
2014,Wisconsin,Heart disease,11229
2013,Wisconsin,Heart disease,11362
2012,Wisconsin,Heart disease,11282
2011,Wisconsin,Heart disease,11266
2010,Wisconsin,Heart disease,11115
2009,Wisconsin,Heart disease,10834
